,Time,1
S/N,,759293
Type,,TGPR-1201
Description,,id14
Property,,Count
437,2019-02-08 04:00:00,0.0 per Logging Interval
438,2019-02-08 04:05:00,0.0 per Logging Interval
439,2019-02-08 04:10:00,0.0 per Logging Interval
440,2019-02-08 04:15:00,0.0 per Logging Interval
441,2019-02-08 04:20:00,0.0 per Logging Interval
442,2019-02-08 04:25:00,0.0 per Logging Interval
443,2019-02-08 04:30:00,0.0 per Logging Interval
444,2019-02-08 04:35:00,0.0 per Logging Interval
445,2019-02-08 04:40:00,0.0 per Logging Interval
446,2019-02-08 04:45:00,0.0 per Logging Interval
447,2019-02-08 04:50:00,0.0 per Logging Interval
448,2019-02-08 04:55:00,0.0 per Logging Interval
449,2019-02-08 05:00:00,0.0 per Logging Interval
450,2019-02-08 05:05:00,0.0 per Logging Interval
451,2019-02-08 05:10:00,0.0 per Logging Interval
452,2019-02-08 05:15:00,0.0 per Logging Interval
453,2019-02-08 05:20:00,0.0 per Logging Interval
454,2019-02-08 05:25:00,0.0 per Logging Interval
455,2019-02-08 05:30:00,0.0 per Logging Interval
456,2019-02-08 05:35:00,0.0 per Logging Interval
457,2019-02-08 05:40:00,0.0 per Logging Interval
458,2019-02-08 05:45:00,0.0 per Logging Interval
459,2019-02-08 05:50:00,0.0 per Logging Interval
460,2019-02-08 05:55:00,0.0 per Logging Interval
461,2019-02-08 06:00:00,0.0 per Logging Interval
462,2019-02-08 06:05:00,0.0 per Logging Interval
463,2019-02-08 06:10:00,0.0 per Logging Interval
464,2019-02-08 06:15:00,0.0 per Logging Interval
465,2019-02-08 06:20:00,0.0 per Logging Interval
466,2019-02-08 06:25:00,0.0 per Logging Interval
467,2019-02-08 06:30:00,0.0 per Logging Interval
468,2019-02-08 06:35:00,0.0 per Logging Interval
469,2019-02-08 06:40:00,0.0 per Logging Interval
470,2019-02-08 06:45:00,0.0 per Logging Interval
471,2019-02-08 06:50:00,0.0 per Logging Interval
472,2019-02-08 06:55:00,0.0 per Logging Interval
473,2019-02-08 07:00:00,0.0 per Logging Interval
474,2019-02-08 07:05:00,0.0 per Logging Interval
475,2019-02-08 07:10:00,0.0 per Logging Interval
476,2019-02-08 07:15:00,0.0 per Logging Interval
477,2019-02-08 07:20:00,0.0 per Logging Interval
478,2019-02-08 07:25:00,0.0 per Logging Interval
479,2019-02-08 07:30:00,0.0 per Logging Interval
480,2019-02-08 07:35:00,0.0 per Logging Interval
481,2019-02-08 07:40:00,0.0 per Logging Interval
482,2019-02-08 07:45:00,0.0 per Logging Interval
483,2019-02-08 07:50:00,0.0 per Logging Interval
484,2019-02-08 07:55:00,0.0 per Logging Interval
485,2019-02-08 08:00:00,0.0 per Logging Interval
486,2019-02-08 08:05:00,0.0 per Logging Interval
487,2019-02-08 08:10:00,0.0 per Logging Interval
488,2019-02-08 08:15:00,0.0 per Logging Interval
489,2019-02-08 08:20:00,0.0 per Logging Interval
490,2019-02-08 08:25:00,0.0 per Logging Interval
491,2019-02-08 08:30:00,0.0 per Logging Interval
492,2019-02-08 08:35:00,0.0 per Logging Interval
493,2019-02-08 08:40:00,0.0 per Logging Interval
494,2019-02-08 08:45:00,0.0 per Logging Interval
495,2019-02-08 08:50:00,0.0 per Logging Interval
496,2019-02-08 08:55:00,0.0 per Logging Interval
497,2019-02-08 09:00:00,0.0 per Logging Interval
498,2019-02-08 09:05:00,0.0 per Logging Interval
499,2019-02-08 09:10:00,0.0 per Logging Interval
500,2019-02-08 09:15:00,0.0 per Logging Interval
501,2019-02-08 09:20:00,0.0 per Logging Interval
502,2019-02-08 09:25:00,0.0 per Logging Interval
503,2019-02-08 09:30:00,0.0 per Logging Interval
504,2019-02-08 09:35:00,0.0 per Logging Interval
505,2019-02-08 09:40:00,0.0 per Logging Interval
506,2019-02-08 09:45:00,0.0 per Logging Interval
507,2019-02-08 09:50:00,0.0 per Logging Interval
508,2019-02-08 09:55:00,0.0 per Logging Interval
509,2019-02-08 10:00:00,0.0 per Logging Interval
510,2019-02-08 10:05:00,0.0 per Logging Interval
511,2019-02-08 10:10:00,0.0 per Logging Interval
