112,2018,67,18,15,0001.101,  09/10/17 13:18:11,1.308 m,Nível estático,0.910 m
112,2018,67,18,30,0001.101
112,2018,67,18,45,0001.101
112,2018,67,19,00,0001.101
112,2018,67,19,15,0001.101
112,2018,67,19,30,0001.101
112,2018,67,19,45,0001.101
112,2018,67,20,00,0001.101
112,2018,67,20,15,0001.101
112,2018,67,20,30,0001.101
112,2018,67,20,45,0001.101
112,2018,67,21,00,0001.101
112,2018,67,21,15,0001.101
112,2018,67,21,30,0001.101
112,2018,67,21,45,0001.101
112,2018,67,22,00,0001.101
112,2018,67,22,15,0001.101
112,2018,67,22,30,0001.101
112,2018,67,22,45,0001.101
112,2018,67,23,00,0001.101
112,2018,67,23,15,0001.101
112,2018,67,23,30,0001.101
112,2018,67,23,45,0001.101
112,2018,68,00,00,0001.101
112,2018,68,00,15,0001.101
112,2018,68,00,30,0001.101
112,2018,68,00,45,0001.101
112,2018,68,01,00,0001.101
112,2018,68,01,15,0001.101
112,2018,68,01,30,0001.101
112,2018,68,01,45,0001.101
112,2018,68,02,00,0001.101
112,2018,68,02,15,0001.101
112,2018,68,02,30,0001.101
112,2018,68,02,45,0001.101
112,2018,68,03,00,0001.101
112,2018,68,03,15,0001.101
112,2018,68,03,30,0001.101
112,2018,68,03,45,0001.101
112,2018,68,04,00,0001.101
112,2018,68,04,15,0001.101
112,2018,68,04,30,0001.101
112,2018,68,04,45,0001.101
112,2018,68,05,00,0001.101
112,2018,68,05,15,0001.101
112,2018,68,05,30,0001.101
112,2018,68,05,45,0001.101
112,2018,68,06,00,0001.101
112,2018,68,06,15,0001.101
112,2018,68,06,30,0001.101
112,2018,68,06,45,0001.101
112,2018,68,07,00,0001.101
112,2018,68,07,15,0001.101
112,2018,68,07,30,0001.101
112,2018,68,07,45,0001.101
112,2018,68,08,00,0001.101
112,2018,68,08,15,0001.101
112,2018,68,08,30,0001.101
112,2018,68,08,45,0001.101
112,2018,68,09,00,0001.101
112,2018,68,09,15,0001.101
112,2018,68,09,30,0001.101
112,2018,68,09,45,0001.101
112,2018,68,10,00,0001.106
112,2018,68,10,15,0001.101
112,2018,68,10,30,0001.106
112,2018,68,10,45,0001.101
112,2018,68,11,00,0001.106
112,2018,68,11,15,0001.106
112,2018,68,11,30,0001.106
112,2018,68,11,45,0001.106
112,2018,68,12,00,0001.112
112,2018,68,12,15,0001.106
112,2018,68,12,30,0001.106
112,2018,68,12,45,0001.106
112,2018,68,13,00,0001.112
112,2018,68,13,15,0001.112
112,2018,68,13,30,0001.112
112,2018,68,13,45,0001.112
112,2018,68,14,00,0001.112
112,2018,68,14,15,0001.112
112,2018,68,14,30,0001.112
112,2018,68,14,45,0001.112
112,2018,68,15,00,0001.112
112,2018,68,15,15,0001.112
112,2018,68,15,30,0001.112
112,2018,68,15,45,0001.112
112,2018,68,16,00,0001.112
112,2018,68,16,15,0001.112
112,2018,68,16,30,0001.112
112,2018,68,16,45,0001.112
112,2018,68,17,00,0001.112
112,2018,68,17,15,0001.112
112,2018,68,17,30,0001.112
112,2018,68,17,45,0001.112
112,2018,68,18,00,0001.112
112,2018,68,18,15,0001.112
112,2018,68,18,30,0001.112
112,2018,68,18,45,0001.112
112,2018,68,19,00,0001.112
112,2018,68,19,15,0001.112
112,2018,68,19,30,0001.112
112,2018,68,19,45,0001.112
112,2018,68,20,00,0001.112
112,2018,68,20,15,0001.112
112,2018,68,20,30,0001.112
112,2018,68,20,45,0001.112
112,2018,68,21,00,0001.112
112,2018,68,21,15,0001.112
112,2018,68,21,30,0001.112
112,2018,68,21,45,0001.112
112,2018,68,22,00,0001.112
112,2018,68,22,15,0001.112
112,2018,68,22,30,0001.112
112,2018,68,22,45,0001.112
112,2018,68,23,00,0001.112
112,2018,68,23,15,0001.112
112,2018,68,23,30,0001.112
112,2018,68,23,45,0001.112
112,2018,69,00,00,0001.112
112,2018,69,00,15,0001.112
112,2018,69,00,30,0001.112
112,2018,69,00,45,0001.112
112,2018,69,01,00,0001.112
112,2018,69,01,15,0001.112
112,2018,69,01,30,0001.112
112,2018,69,01,45,0001.112
112,2018,69,02,00,0001.112
112,2018,69,02,15,0001.112
112,2018,69,02,30,0001.112
112,2018,69,02,45,0001.112
112,2018,69,03,00,0001.112
112,2018,69,03,15,0001.118
112,2018,69,03,30,0001.112
112,2018,69,03,45,0001.118
112,2018,69,04,00,0001.118
112,2018,69,04,15,0001.118
112,2018,69,04,30,0001.118
112,2018,69,04,45,0001.118
112,2018,69,05,00,0001.123
112,2018,69,05,15,0001.123
112,2018,69,05,30,0001.123
112,2018,69,05,45,0001.123
112,2018,69,06,00,0001.123
112,2018,69,06,15,0001.123
112,2018,69,06,30,0001.123
112,2018,69,06,45,0001.123
112,2018,69,07,00,0001.123
112,2018,69,07,15,0001.123
112,2018,69,07,30,0001.123
112,2018,69,07,45,0001.123
112,2018,69,08,00,0001.123
112,2018,69,08,15,0001.123
112,2018,69,08,30,0001.123
112,2018,69,08,45,0001.123
112,2018,69,09,00,0001.123
112,2018,69,09,15,0001.123
112,2018,69,09,30,0001.123
112,2018,69,09,45,0001.123
112,2018,69,10,00,0001.123
112,2018,69,10,15,0001.123
112,2018,69,10,30,0001.123
112,2018,69,10,45,0001.123
112,2018,69,11,00,0001.123
112,2018,69,11,15,0001.123
112,2018,69,11,30,0001.123
112,2018,69,11,45,0001.123
112,2018,69,12,00,0001.123
112,2018,69,12,15,0001.123
112,2018,69,12,30,0001.123
112,2018,69,12,45,0001.123
112,2018,69,13,00,0001.123
112,2018,69,13,15,0001.123
112,2018,69,13,30,0001.123
112,2018,69,13,45,0001.123
112,2018,69,14,00,0001.123
112,2018,69,14,15,0001.123
112,2018,69,14,30,0001.123
112,2018,69,14,45,0001.123
112,2018,69,15,00,0001.123
112,2018,69,15,15,0001.123
112,2018,69,15,30,0001.123
112,2018,69,15,45,0001.123
112,2018,69,16,00,0001.123
112,2018,69,16,15,0001.123
112,2018,69,16,30,0001.123
112,2018,69,16,45,0001.123
112,2018,69,17,00,0001.123
112,2018,69,17,15,0001.123
112,2018,69,17,30,0001.123
112,2018,69,17,45,0001.123
112,2018,69,18,00,0001.123
112,2018,69,18,15,0001.123
112,2018,69,18,30,0001.123
112,2018,69,18,45,0001.123
112,2018,69,19,00,0001.123
112,2018,69,19,15,0001.123
112,2018,69,19,30,0001.123
112,2018,69,19,45,0001.123
112,2018,69,20,00,0001.123
112,2018,69,20,15,0001.129
