112,2017,243,23,15,0000.745,  28/08/17 15:25:50,1.544 m,Nível estático,0.700 m
112,2017,243,23,30,0000.745
112,2017,243,23,45,0000.750
112,2017,244,00,00,0000.745
112,2017,244,00,15,0000.750
112,2017,244,00,30,0000.745
112,2017,244,00,45,0000.745
112,2017,244,01,00,0000.745
112,2017,244,01,15,0000.745
112,2017,244,01,30,0000.745
112,2017,244,01,45,0000.750
112,2017,244,02,00,0000.750
112,2017,244,02,15,0000.750
112,2017,244,02,30,0000.750
112,2017,244,02,45,0000.756
112,2017,244,03,00,0000.750
112,2017,244,03,15,0000.750
112,2017,244,03,30,0000.756
112,2017,244,03,45,0000.756
112,2017,244,04,00,0000.756
112,2017,244,04,15,0000.756
112,2017,244,04,30,0000.756
112,2017,244,04,45,0000.756
112,2017,244,05,00,0000.756
112,2017,244,05,15,0000.756
112,2017,244,05,30,0000.756
112,2017,244,05,45,0000.756
112,2017,244,06,00,0000.756
112,2017,244,06,15,0000.756
112,2017,244,06,30,0000.756
112,2017,244,06,45,0000.756
112,2017,244,07,00,0000.756
112,2017,244,07,15,0000.756
112,2017,244,07,30,0000.756
112,2017,244,07,45,0000.756
112,2017,244,08,00,0000.756
112,2017,244,08,15,0000.756
112,2017,244,08,30,0000.756
112,2017,244,08,45,0000.756
112,2017,244,09,00,0000.756
112,2017,244,09,15,0000.756
112,2017,244,09,30,0000.756
112,2017,244,09,45,0000.756
112,2017,244,10,00,0000.756
112,2017,244,10,15,0000.756
112,2017,244,10,30,0000.756
112,2017,244,10,45,0000.756
112,2017,244,11,00,0000.756
112,2017,244,11,15,0000.756
112,2017,244,11,30,0000.756
112,2017,244,11,45,0000.756
112,2017,244,12,00,0000.756
112,2017,244,12,15,0000.756
112,2017,244,12,30,0000.756
112,2017,244,12,45,0000.756
112,2017,244,13,00,0000.756
112,2017,244,13,15,0000.756
112,2017,244,13,30,0000.756
112,2017,244,13,45,0000.756
112,2017,244,14,00,0000.756
112,2017,244,14,15,0000.756
112,2017,244,14,30,0000.756
112,2017,244,14,45,0000.756
112,2017,244,15,00,0000.756
112,2017,244,15,15,0000.756
112,2017,244,15,30,0000.756
112,2017,244,15,45,0000.756
112,2017,244,16,00,0000.756
112,2017,244,16,15,0000.756
112,2017,244,16,30,0000.756
112,2017,244,16,45,0000.756
112,2017,244,17,00,0000.756
112,2017,244,17,15,0000.756
112,2017,244,17,30,0000.756
112,2017,244,17,45,0000.756
112,2017,244,18,00,0000.762
112,2017,244,18,15,0000.756
112,2017,244,18,30,0000.756
112,2017,244,18,45,0000.756
112,2017,244,19,00,0000.762
112,2017,244,19,15,0000.762
112,2017,244,19,30,0000.762
112,2017,244,19,45,0000.762
112,2017,244,20,00,0000.767
112,2017,244,20,15,0000.767
112,2017,244,20,30,0000.767
112,2017,244,20,45,0000.767
112,2017,244,21,00,0000.767
112,2017,244,21,15,0000.767
112,2017,244,21,30,0000.767
112,2017,244,21,45,0000.767
112,2017,244,22,00,0000.767
112,2017,244,22,15,0000.767
112,2017,244,22,30,0000.767
112,2017,244,22,45,0000.767
112,2017,244,23,00,0000.767
112,2017,244,23,15,0000.767
112,2017,244,23,30,0000.767
112,2017,244,23,45,0000.767
112,2017,245,00,00,0000.767
112,2017,245,00,15,0000.767
112,2017,245,00,30,0000.767
112,2017,245,00,45,0000.767
112,2017,245,01,00,0000.767
112,2017,245,01,15,0000.767
112,2017,245,01,30,0000.767
112,2017,245,01,45,0000.767
112,2017,245,02,00,0000.767
112,2017,245,02,15,0000.767
112,2017,245,02,30,0000.767
112,2017,245,02,45,0000.767
112,2017,245,03,00,0000.767
112,2017,245,03,15,0000.767
112,2017,245,03,30,0000.767
112,2017,245,03,45,0000.767
112,2017,245,04,00,0000.767
112,2017,245,04,15,0000.767
